id,company,logo,description,site,address,size,phone,email
1310,CÔNG TY TNHH DSGLOBAL VINA,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-dsglobal-vina-5aa5fa56ab741_rs.jpg,"Công ty TNHH DSGLOBAL là công ty 100 vốn đầu tư của Hàn Quốc được UBND tỉnh Hải Dương cấp giấy chứng nhận đầu tư năm vào đầu năm 2017, Chúng tôi chuyên gia công máy in ảnh bỏ túi và máy chụp ảnh lấy ngay xuất kaaur đi khắp thế giới, sản phẩm của chúng tôi được bán trên khắp thế giới Khách hàng của chúng tôi chủ yếu là HP, POLAROID, SAMSUNG, Với môi trường làm việc thân thiện như gia đình , đến làm việc ở công ty chúng tôi ngoài các chế độ ưu đãi cao theo năng lực, hỗ trợ xăng xe, bồi dưỡng hiện vật giữa ca và thưởng sản lương theo Quí còn có các chế độ đãi ngộ khác như Chế độ ăn trưa cao, phòng nghỉ trưa riêng, có căng tin cà phê và còn được đào tạo vi tính văn phòng miễn phí, sinh hoạt đoàn thể vào mùa Xuân  mùa Thu",https://www.topcv.vn/cong-ty/cong-ty-tnhh-dsglobal-vina/8132.html,"Lô XN3-1E, Khu công nghiệp Đại An mở rộng, thị trấn Lai Cách, huyện Cẩm Giàng, tỉnh Hải Dương",100-499,098 6999340,tnhhdsglobalvina@gmail.com
1311,Công ty TNHH Thương mại và Dịch vụ Hoàn Ngân,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/zfG5fYNqavRihcpbmK46QGB2u2gG7WBW_1659603366____f019762eed195713d6183cbf92d4258c.png,"Nhập khẩu và phân phối phụ kiện tủ bếp, tủ áo chính hãng Gerari",https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-va-dich-vu-hoan-ngan/113720.html,"Lô 26 Khu Bãi Sậy, Phường Hà Cầu, Quận Hà Đông, Hà Nội.",10-24,098 5223310,vuhoanngan@gmail.com
1312,CÔNG TY CỔ PHẦN LƯƠNG THỰC PHƯƠNG NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-luong-thuc-phuong-nam-603a1e6b15620.jpg,"Showroom Gạo ST25 chính hãng  Gạo ngon nhất thế giới năm 2019, Gạo Phương Nam là đơn vị chuyên cung cấp các dòng sản phẩm Gạo Sóc Trăng được sản xuất trực tiếp từ Kỹ sư Hồ Quang Cua Với các dòng gạo thượng hạng Sóc Trăng như,  Gạo ST25 The Best Rice 2019,  Gạo ST24 Top 3 The Best Rice 2019,  Gạo ST25 lúa tôm,  Gạo ST24 hữu cơ,  Gạo lứt ST đỏ,  Gạo lứt ST tím than,, CÔNG TY CỔ PHẦN LƯƠNG THỰC PHƯƠNG NAM, Showroom 64443 Đường Ba Tháng Hai, Phường 14, Quận 10, TPHCM, Showroom 2 16 đường 359 Đỗ Xuân Hợp Phường Phước Long B, TPThủ Đức, Cửa hàng  kho 45386 Lê Văn Sỹ, Phường 12, Quận 3, TPHCM",https://www.topcv.vn/cong-ty/cong-ty-co-phan-luong-thuc-phuong-nam/54748.html,"453/86 Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM",10-24,098 3694272,thucphuongnam@gmail.com
1313,CÔNG TY TNHH TRẦN VŨ GROUP,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/Su9yNw9pBl1LS8n7cEIAj0kVsCtOEsuT_1648033905____e051a46e8c566045e3882c84f5692da3.png,"Trần Vũ là Agency duy nhất có hệ thống riêng dành cho khách hàng, ngoài ra có chương trình đào tạo nội bộ tiên tiến nhất giúp tất cả thực tập sinh,  Được phát triển kỹ năng, kiến thức thực tiễn từ dự án thực tế Tất cả skill Digital Marketing SEO, Design, Social Media, Ads, Web, Video Có phụ cấp dựa trên số task Có công việc từ 9tr sau thực tập",https://www.topcv.vn/cong-ty/cong-ty-tnhh-tran-vu-group/94070.html,"Khu Công Nghệ Phần Mềm - Đại Học Quốc Gia, Khu phố 6, Linh Trung, Thủ Đức, Hồ Chí Minh",25-99,098 3990624,tranvugroup@gmail.com
1314,CÔNG TY CỔ PHẦN GIAO DỊCH HÀNG HOÁ AMBER,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-giao-dich-hang-hoa-amber-636cc53650436.jpg,Công ty không cung cấp,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giao-dich-hang-hoa-amber/124497.html,"Tầng 2, Tòa nhà Chealsea Park - số 116 Trung Kính, Cầu Giấy, Hà Nội",100-499,098 5169124,hanghoaamber@gmail.com
1315,Ngân hàng TMCP Quân đội - MBBank,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/ngan-hang-tmcp-quan-doi-mbbank-5de7204f76b85.jpg,"Ngân hàng thương mại cổ phần Quân đội tên giao dịch tiếng Anh là Military Commercial Joint Stock Bank, hay gọi tắt là Ngân hàng Quân đội, hay viết tắt là ngân hàng TMCP Quân đội hoặc MB, là một ngân hàng thương mại cổ phần của Việt Nam, một doanh nghiệp của Quân đội Nhân dân Việt Nam trực thuộc Bộ Quốc phòng, Ngoài dịch vụ ngân hàng, Ngân hàng Quân đội còn tham gia vào các dịch vụ môi giới chứng khoán, quản lý quỹ, kinh doanh địa ốc bằng cách nắm cổ phần chi phối của một số doanh nghiệp trong lĩnh vực này Hiện nay, Ngân hàng Quân đội đã có mạng lưới khắp cả nước với trên 100 chi nhánh và 180 điểm giao dịch trải dài khắp 48 tỉnh thành phốNgân hàng còn có chi nhánh tại Lào và Campuchia",https://www.topcv.vn/cong-ty/ngan-hang-tmcp-quan-doi-mbbank/30618.html,Toàn quốc,1000+,098 1687294,doimbbank@gmail.com
1316,Công ty Cổ Phần OneSoft - Falcon Game Studio,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-onesoft-603358ac50d4b.jpg,"Falcon  OneSoft thành lập năm 2010 Tới nay, Falcon tự hào là công ty phát triển ứng dụng di động hàng đầu Việt Nam, đơn vị sản xuất game top 3 Đông Nam Á Hiện Falcon đã có hàng triệu người dùng từ các sản phẩm trên store của Apple và Google Play Mục tiêu của chúng tôi là lọt vào top 10 những nhà phát triển Game hàng đầu thế giới Với mục tiêu đó, chúng tôi cần những người giỏi Chúng tôi đảm bảo môi trường làm việc thoải mái nhất, tốt nhất cho những người giỏi phát huy khả năng, sức sáng tạo và đảm bảo quyền lợi xứng đáng với thành quả họ tạo ra, Đôi nét về sự phát triển của Falcon trong thời gian qua,  Là công ty sản xuất game có doanh thu inapp cao nhất Việt Nam game 1945 theo số liệu Sensor Tower Mục tiêu trở thành công ty có game đạt doanh thu 1 triệu  inapp đầu tiên do Việt Nam phát triển trong 2021,  Là công ty sản xuất game thứ 3 của Việt Nam có game đạt 100 triệu  lượt tải tựa game Bobs World,  Fanpage httpswwwfacebookcomfalcongloballtd,  Website httpfalcongamescom, , , , , , , , , ",https://www.topcv.vn/cong-ty/cong-ty-co-phan-onesoft-falcon-game-studio/32039.html,"Tòa nhà Kim Hoàn, ngõ 19 Duy Tân, Cầu Giấy, Hà Nội",100-499,098 1364583,falcongamestudio@gmail.com
1317,CÔNG TY TNHH THIẾT BỊ ĐIỆN VÀ CHIẾU SÁNG MIỀN BẮC,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/Q8ZPB76T6M7fm8zAa5fuSqapynXkzdNA_1685699110____9c030839317dd53cf9bf7f61528f13d2.png,"Năm 2016 Công ty TNHH Thiết bị điện và Chiếu sáng Miền Bắc chính thức đi vào hoạt động thông qua việc khai trương một lĩnh vực kinh doanh đầy mới mẻ Mạ kẽm nhúng nóng kết cấu thép áp dụng công nghệ và phương thức quản lý tiên tiến của nước ngoài vào mảng mạ kẽm nhúng nóng, cải thiện độ bền đẹp các kết cấu thép của các công trình ở Việt Nam Hiện nay Công ty TNHH Thiết bị điện và Chiếu sáng Miền Bắc mở rộng sản xuất các thiết bị phục vụ cho các dự án chiếu sáng công cộng và chiếu sáng sân vườn như cột đèn chiếu sáng, choá đèn cao áp, cột đèn trang trí sân vườn, dây điện, cáp điện cùng với các thiết bị bổ trợ trong ngành chiếu sáng, Lĩnh vực kinh doanh chính,  Mạ kẽm nhúng nóng các kết cấu thép,  Sản xuất cột đèn chiếu sáng công cộng và chiếu sáng sân vườn,  Chế tạo bu lông các loại, Sản phẩm, dịch vụ,  Sản xuất, cung cấp đèn và các loại cột đèn chiếu sáng đường phố,  Sản phẩm dịch vụ của ngành,  Sản xuất, cung cấp đèn và các loại cột đèn chiếu sáng đường phố,  Sản xuất, cung cấp đèn và cột đèn chiếu sáng trang trí sân vườn,  Sản xuất, cung cấp đèn pha chuyên dùng chiếu sáng các công trình kiến trúc,  Sản xuất, cung cấp đèn chiếu sáng công nghiệp nhà xưởng, nhà kho,  Sản xuất,cung cấp và gia công các loại Nắp ga gang, song chắn rác,  Đại lý phân phối các thiết bị chiếu sáng, Công ty chúng tôi đang và sẽ là một trong những công ty hàng đầu Việt Nam được khách hàng tin cậy và tín nhiệm trong lĩnh vực sản xuất cột đèn chiếu sáng chiếu sáng công cộng và chiếu sáng sân vườn Chiếu sáng Miền Bắc đang có những cơ hội phát triển vượt bậc trong tương lai nhờ vào những thế mạnh sẵn có của công ty mang lại giá trị, lợi ích nổi trội cho khách hàng mà không phải công ty sản xuất và kinh doanh thép nào cũng có được, Với phương châm Sáng mãi với thời gian, Công ty TNHH Thiết bị điện và Chiếu sáng Miền Bắc luôn duy trì, nâng cao chất lượng chăm sóc khách hàng đồng thời đáp ứng mọi nhu cầu về cung cấp sản phẩm với chất lượng cao nhất và giá cả hợp lý cạnh tranh",https://www.topcv.vn/cong-ty/cong-ty-tnhh-thiet-bi-dien-va-chieu-sang-mien-bac/144439.html,"Số 30 Khu C, khu đấu giá QSDĐ, tổ dân phố Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",25-99,098 9897835,sangmienbac@gmail.com
1318,Công Ty TNHH Khang Gia Bình,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-khang-gia-binh-5bda6d291074b_rs.jpg,"Là một tập đoàn hoạt động kinh doanh trên nhiều lĩnh vực tài chính, ngân hàng, du học, bảo hiểm nhân thọ, dịch vụ bảo vệ  với quy mô trên 100 nhân viên và là đối tác với nhiều tập đoàn nước ngoài tại VN và các công ty trong nước, Cam kết một chất lượng dịch vụ hoàn hảo và uy tín,  Cam kết đồng bộ, thống nhất một hệ thống chất lượng dịch vụ đồng đều, an toàn và đề cao giá trị của quý khách hàng,  Cam kết khách hàng uy tín, bảo mật, trung thực,  Tìm kiếm và kiến tạo lợi ích luôn phấn đấu và phát triển để tối đa hóa lợi ích của quý nhà đầu tư,  Đội ngũ có năng lực không ngừng học hỏi và nâng cao trình độ toàn bộ đội ngũ nhân viên,  Tinh thần làm việc nhóm hợp tác và giúp đỡ,  Luôn hướng đến những tiêu chuẩn cao hơn không dậm chân tại chỗ, luôn hướng đến tương lai",https://www.topcv.vn/cong-ty/cong-ty-tnhh-khang-gia-binh/5645.html,"272 Nguyễn Văn Đậu, Phường 11, Bình Thạnh, TP.Hồ Chí Minh",100-499,098 4963053,khanggiabinh@gmail.com
1319,Viện thực hành đầu tư tài chính Da Vinci Academy,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/vien-thuc-hanh-dau-tu-tai-chinh-da-vinci-academy-5d8b1d700a625.jpg,"Trước hết, viện thực hành đầu tư tài chính Da Vinci là cơ sở ĐẦU TIÊN hiện đang huấn Luyện và đào tạo các trader chuyên nghiệp tại Việt Nam Chúng tôi đã đào tạo hàng ngàn học viên trở thành những trader chuyên nghiệp với tôn chỉ Ai cũng có thể đầu tư thành công nếu được đào tạo, Học viện thành lập vào tháng 7 năm 2015 Với sự phát triển vượt bậc, hiện chúng tôi đã có mặt tại 3 thành phố lớn Hà Nội, Đà Nẵng, Hồ Chí Minh với quy mô 200 nhân viên Nắm bắt được nhu cầu của Nhà đầu tư, các khoá học của Da Vinci tập trung vào quá trình thực hành, hỗ trợ phát triển cộng đồng tài chính lớn mạnh tại Việt Nam, Học viên đang không ngừng tìm kiếm các nhân sự chất lượng cao  nhân tố quyết định sự phát triển của công ty với THU NHẬP KHÔNG GIỚI HẠN, CƠ HỘI THĂNG TIẾN NHANH, MÔI TRƯỜNG TRẺ TRUNG, NĂNG ĐỘNG",https://www.topcv.vn/cong-ty/vien-thuc-hanh-dau-tu-tai-chinh-da-vinci-academy/27228.html,"Tầng 2 tòa nhà SKY LAND, 40 Nguyễn Bá Khoản, Trung Hòa, Cầu Giấy.",100-499,098 9761470,davinciacademy@gmail.com
1320,công ty cổ phần đầu tư và trang thiết bị thăng long,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/ZSN1djuDlkGj82Ir7gSUVrbUzwRXkZjg_1686559572____d677b26b65394a0b019168f8850b9537.png,Công ty cổ phần đầu tư  trang thiết bị Thăng Long chuyên cung cấp các mặt hàng về giá kệ trên toàn quốc,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-trang-thiet-bi-thang-long/145545.html,Số 26 ngõ - 187 Mai Dịch - Cầu Giấy - Hà Nội,100-499,098 3726245,bithanglong@gmail.com
1321,Công ty TNHH Dịch Vụ Và Thương Mại Quân Sói,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/BDNrEAfkNrzTq0t4eq5kQ1KRRGToScM9_1686641685____746da237ba1e1a5edfa1d8b80511119f.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-va-thuong-mai-quan-soi/145595.html,"Toà A7 An Bình City 234 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",1-9,098 8527186,maiquansoi@gmail.com
1322,CÔNG TY CỔ PHẦN TƯ VẤN VÀ PHÁT TRIỂN SAO KHUÊ,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-tu-van-va-phat-trien-sao-khue-5913043ad4f08_rs.jpg,"CÔNG TY CỔ PHẦN TƯ VẤN VÀ PHÁT TRIỂN SAO KHUÊ Sao Khue Group được thành lập và phát triển với mong muốn tạo dựng hệ sinh thái đa ngành, đa lĩnh vực Dịch thuật, Đào tạo, Tư vấn, Thương mại, và Dinh dưỡng Trong suốt hành trình 9 năm, với tôn chỉ Tận tâm phục vụ  Thấu hiểu Khách hàng  Vững vàng chuyên môn, Sao Khuê tự hào là đối tác tin cậy của Tổ chức lớn như Các cơ quan của UN, Các đại sứ quán các nước, các Công ty tập đoàn Đa quốc gia như Vingroup, VietnamAirlines, TT, FLC, Cocacola,Bên cạnh đó, Sao Khuê đã tiến hành đào tạo hơn 1000 chuyên gia cho ngành Ngôn ngữ Việt Nam với 298 khóa học, 5141 bài giảng và hơn 100 hội thảo, Sao Khuê là một nơi đầy cảm hứng để làm việc, chúng tôi tạo ra một môi trường tràn đầy năng lượng, đầy tính sáng tạo độc đáo, tạo mọi điều kiện tốt nhất, thúc đẩy sự phát triển, thăng tiến trong nghề nghiệp và thu nhập cho từng thành viên, từng vị trí trong công ty Con người là tài sản lớn nhất với Sao Khuê Triết lý của chúng tôi dựa trên các hoạt động kinh doanh có hiệu suất cao, tính liêm chính cũng như sự cân bằng tích cực trong công việc và cuộc sống, Sao Khuê đang tìm kiếm và chào đón các ứng viên có năng lực, đam mê và nhiệt huyết, sẵn sàng đồng hành cùng sự phát triển của công ty, ",https://www.topcv.vn/cong-ty/cong-ty-co-phan-tu-van-va-phat-trien-sao-khue/3275.html,"22 Hồ Giám, phường Quốc Tử Giám, quận Đống Đa, thành phố Hà Nội",25-99,098 3202772,triensaokhue@gmail.com
1323,CÔNG TY TNHH LIÊN DOANH DƯỢC PHẨM NUTRAMED,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/h7FDgL7ey4kAKbJSVDHQN0vCiYnKXiOQ_1651295644____cfe8564c2b5ab478834343f232470202.jpg,"1 LỊCH SỬ THÀNH LẬP, Nutramed Science Corporation là tập đoàn dược phẩm đa quốc gia có trụ sở chính tại Hoa Kỳ Với hơn 30 năm kinh nghiệm trong lĩnh vực nghiên cứu và sản xuất dược phẩm mỹ phẩm thực phẩm bảo vệ sức khỏe, các sản phẩm của Nutramed luôn nhận được đánh giá cao của các chuyên gia và sự đón nhận của người tiêu dùng Hệ thống nhà máy của Nutramed cùng trang thiết bị, hiện đại trải dài từ Australia, Mỹ và hiện đã có mặt tại Việt Nam, Việt Nam là quốc gia đầu ở Đông Nam Á mà Nutramed đặt trụ sở xây dựng nhà máy Được đầu tư dây chuyền máy móc tiên tiến theo công nghệ Nutramed Science CorporationCanada Công thức bào chế được nghiên cứu bới những nhà khoa học đầu ngành của phòng nghiên cứu phát triển tại Canada cùng với đội ngũ chuyên gia nước ngoài giàu kinh nghiệm và tâm huyết với nghề Chúng tôi luôn nỗ lực mang đến cho người tiêu dùng những sản phẩm chất lượng cao với giả cả hợp lý, Nhà máy Liên doanh Dược phẩm Nutramed đạt chuẩn WHOGMP, EU GMP, các quy trình sản xuất đều được đánh giá xem xét nghiêm ngặt nhằm đảm bảo chất lượng sản phẩm tốt nhất Hệ thống phân phối sản phẩm và đội ngũ trình dược viên chuyên nghiệp luôn cập nhập các thông tin y tế đến người tiêu dùng, Nutramed cam kết đem lại những giá trị về sức khỏe cho cuộc sống của cộng đồng, cho hôm nay và tương lai, 2 QUY MÔ VÀ CHẤT LƯỢNG, Công ty TNHH Liên Doanh Dược Phẩm Nutramed đã đầu tư mạnh mẽ vào xây dựng Nhà máy Dược phẩm hiện đại trên diện tích 7,000m2, đạt tiêu chuẩn WHO GMP, EU GMP bao gồm kho bảo quản nguyên liệu, thành phẩm đạt chuẩn GSP, phòng kiểm nghiệm đạt chuẩn GLP, khu vực sản xuất khép kín cùng hệ thống dây chuyền sản xuất theo công nghệ của Nutramed Science Corporation, Các sản phẩm thực phẩm bảo vệ sức khỏe được sản xuất dưới dạng viên nén, viên nang mềm, bột, nước, cream và thuốc nhỏ mắt, thuốc tiêm trên dây chuyền công nghệ đạt chuẩn WHO GMP, EU GMP, Nutramed cam kết chất lượng cao nhất và đồng đều giữa tất cả các sản phẩm trong cùng một lô và giữa các lô sản phẩm",https://www.topcv.vn/cong-ty/cong-ty-tnhh-lien-doanh-duoc-pham-nutramed/99846.html,"Lô B31-1, Đường Dọc 2, Khu công nghiệp Phú An Thạnh , Xã An Thạnh, Huyện Bến Lức, Tỉnh Long An, Việt Nam",100-499,098 5859650,duocphamnutramed@gmail.com
1324,CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC GRABLINGO,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-giao-duc-grablingo-620b13f5cd325.jpg,"GrabLingo cung cấp các khóa học trực tuyến 1 kèm 1 giúp kết nối hơn 10,000 học viên cùng 1000 giáo viên nước ngoài dày dặn kinh nghiệm, được đào tạo bài bản Bạn có thể học mọi lúc mọi nơi, lựa chọn giờ học linh động 6h24h và được thiết kế chương trình học cá nhân hóa GrabLingo mong muốn xây dựng trường học tiếng Anh trực tuyến hàng đầu Việt Nam, giúp mọi người tăng phản xạ nghe nói, nâng cao trình độ và sử dụng tiếng Anh như người bản xứ",https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-giao-duc-grablingo/15049.html,"Lầu 6, Tòa nhà Thời Báo Kinh Tế Việt Nam - 1/1 Hoàng Việt, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",25-99,098 8837553,giaoducgrablingo@gmail.com
1325,CÔNG TY TNHH TRUYỀN THÔNG PHÚ CƯỜNG SOLUTION,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/gY22YIPFUnMY5uW7FjBwfUHD06eNqKsl_1655782988____0c6c36796db3365069d468134c5bb440.png,"Công ty TNHH Truyền thông Phú Cường Solution, một đơn vị trẻ chuyên cung cấp các giải pháp Digital Marketing trên nền tảng số cho các doanh nghiệp, đặc biệt về lĩnh vực Facebook Ads, SEO Google, Về thương hiệu Fitmar, Fitmar Agency là một công ty chuyên cung cấp dịch vụ Digital marketing đa kênh cho các doanh nghiệp trong lĩnh vực FB, thời trang, bán lẻ với sứ mệnh đồng hành lâu dài và hướng tới giá trị chuyển đổi số bền vững Đội ngũ nhân lực trẻ trung và nhiệt huyết với giá trị văn hoá cốt lõi F Flexibility I Innovative, T Transcendent, hứa hẹn là môi trường lý tưởng để phát triển cùng lộ trình thăng tiến rõ ràng, minh bạch, cân bằng giữa chuyên môn năng lực và kỹ năng mềm để phá bỏ các giới hạn an toàn và phát triển thành những chuyên gia trong lĩnh vực marketingThông tin truy cập httpsfitmarvn httpswwwtiktokcomfitmaragency_t8XQ7eyom0UU_r1 httpwwwfacebookcomfitmaragency Tầm nhìn và sứ mệnhĐồng hành cùng doanh nghiệp vừa và nhỏ với mục tiêu tối ưu chi phí và tăng trưởng doanh thu thông qua các nền tảng chuyển đổi sốĐối với khách hàng Hỗ trợ vận hành, giám sát, cố vấn chiến lược, thấu hiểu thị trường và tư duy ngành hàng, tạo giá trị và đem lại sự hài lòng,Đối với người tiêu dùng tạo giá trị cho nền kinh tế số Việt Nam, lan tỏa những sản phẩm dịch vụ tốt đến tay người tiêu dùngĐối với nhân viên Tạo ra môi trường phát huy năng lực tư duy, Giúp nhân sự hoàn thiện TRÍ TUỆ  NGHỊ LỰC, tạo ra giá trị cho tổ chức và xã hộiMột tập thể được lắng nghe và tôn trọng, thấu hiểu bản thân, cải tiến quy trình, cải tiến năng lực và tầm nhìn liên tục để có thể phục vụ sứ mệnh tốt đẹp cho nền kinh tế số Việt Nam",https://www.topcv.vn/cong-ty/cong-ty-tnhh-truyen-thong-phu-cuong-solution/88690.html,"The Sun Building, số 8 đường 66, Thảo Điền, Quận 2",25-99,098 6686456,phucuongsolution@gmail.com
1326,CÔNG TY CỔ PHẦN DS SOLUTION VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/2GOvruJsJWngVHR8liVyTN4OPVlIxqkG_1651735739____8347bf0f32723b2d6a8949257ef2bbe8.png,"DSS is an IT service company based in Japan and APAC enables companies to modernize and automate IT and business processes, We help customers to transform IT to the next level with the latest cloud computing platform, devops tools and best practices Our team provides industry leading consulting expertise, service delivery, cutting edge products and solutions to all steps of Software Development Life Cycle SDLC",https://www.topcv.vn/cong-ty/cong-ty-co-phan-ds-solution-viet-nam/87165.html,"12F, Viwaseen Tower, 48 To Huu, Trung Van, Hanoi, Vietnam",25-99,098 6159360,solutionvietnam@gmail.com
1327,CÔNG TY TNHH CITY ONE VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-sua-chua-bao-hanh-may-tinh-laptop-one-5fbf256381bdb.jpg,"Trung Tâm Bảo Hành One,  Sửa Chửa Bảo Hành Laptop, Điện Thoại, Tablet, Trụ sở chính 1E Ba Tháng Hai, P11, Q10, Chi Nhánh 1 195 Nguyễn Thái Học, P Phạm Ngũ Lão, Q 1, Chi Nhánh 2 721 Trường Chinh, P Tây Thạnh Q Tân Phú, Chi Nhánh 3 2024 Hồ Đắc Di, P Tây Thạnh, Q Tân Phú, wwwbaohanhonecom, 1 Thành lập, Được thành lập từ tháng 06 năm 2001 gồm 04 thành viên  tính tới thời điểm 2018 gồm 250 thành viên cho các vị trí hoạt động, 2 Chuyên ngành, Trung Tâm Bảo Hành One chuyên phân phối và Sửa Chữa  Bảo Hành 3 dòng sảng phẩm như Laptop  Tablet  Smartphone được hợp tát các hảng như Apple  SONY  LENOVO  ASUS  SAMSUNG  HP  MICROSOFT  ACER  VIVO  HUAWEI và hơn 50 hãng sẵn sàng suất linh kiện điện tử chuyên ngành, 3 Phương Châm gìn giữ, Làm việc châm chỉ  Thêm nhiều thành công, 4 Ưu tiên tuyển dụng và hợp tác, Ưu tiên ứng viên có kinh nghiệm làm việc trênh 2 năm, Ưu tiên hàng đầu về bậc cô, chú, bác đã lớn tuổi, Ưu tiên người khuyết tật có chí hướng phấn đấu, Ưu tiên các anh, chị đồng nghiệp chuyên nghành, Cơ duyên được hợp tác làm việc cùng wwwtrungtambaohanhonecom Nơi quy tụ những đồng nghiệp nhiều kinh nghiệm sẽ đưa bạn đến sự thành công mà trong lĩnh vực chuyên nghành mà bạn yêu thích, wwwtrungtambaohanhonecom",https://www.topcv.vn/cong-ty/cong-ty-tnhh-city-one-viet-nam/8449.html,"721 Trường Chinh, P. Tây Thạnh. Q Tân Phú",25-99,098 5348468,onevietnam@gmail.com
